代號,簡稱,資產類別,官方產業,大類股,市場別
1101,台泥,普通股,水泥工業,傳統產業類,上市 (TWSE)
1102,亞泥,普通股,水泥工業,傳統產業類,上市 (TWSE)
1103,嘉泥,普通股,水泥工業,傳統產業類,上市 (TWSE)
1104,環泥,普通股,水泥工業,傳統產業類,上市 (TWSE)
1108,幸福,普通股,水泥工業,傳統產業類,上市 (TWSE)
1109,信大,普通股,水泥工業,傳統產業類,上市 (TWSE)
1110,東泥,普通股,水泥工業,傳統產業類,上市 (TWSE)
1201,味全,普通股,食品工業,傳統產業類,上市 (TWSE)
1203,味王,普通股,食品工業,傳統產業類,上市 (TWSE)
1210,大成,普通股,食品工業,傳統產業類,上市 (TWSE)
1213,大飲,普通股,食品工業,傳統產業類,上市 (TWSE)
1215,卜蜂,普通股,食品工業,傳統產業類,上市 (TWSE)
1216,統一,普通股,食品工業,傳統產業類,上市 (TWSE)
1217,愛之味,普通股,食品工業,傳統產業類,上市 (TWSE)
1218,泰山,普通股,食品工業,傳統產業類,上市 (TWSE)
1219,福壽,普通股,食品工業,傳統產業類,上市 (TWSE)
1220,台榮,普通股,食品工業,傳統產業類,上市 (TWSE)
1225,福懋油,普通股,食品工業,傳統產業類,上市 (TWSE)
1227,佳格,普通股,食品工業,傳統產業類,上市 (TWSE)
1229,聯華,普通股,食品工業,傳統產業類,上市 (TWSE)
1231,聯華食,普通股,食品工業,傳統產業類,上市 (TWSE)
1232,大統益,普通股,食品工業,傳統產業類,上市 (TWSE)
1233,天仁,普通股,食品工業,傳統產業類,上市 (TWSE)
1234,黑松,普通股,食品工業,傳統產業類,上市 (TWSE)
1235,興泰,普通股,食品工業,傳統產業類,上市 (TWSE)
1236,宏亞,普通股,食品工業,傳統產業類,上市 (TWSE)
1240,茂生農經,普通股,其他業,傳統產業類,上櫃 (TPEx)
1256,鮮活果汁-KY,普通股,食品工業,傳統產業類,上市 (TWSE)
1259,安心,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
1260,富味鄉,普通股,食品工業,傳統產業類,興櫃 (ESM)
1264,德麥,普通股,食品工業,傳統產業類,上櫃 (TPEx)
1268,漢來美食,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
1269,乾杯,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
1271,晨暉生技,普通股,光電業,電子科技類,興櫃 (ESM)
1293,利統,普通股,食品工業,傳統產業類,興櫃 (ESM)
1294,漢田生技,普通股,食品工業,傳統產業類,上櫃 (TPEx)
1295,生合,普通股,食品工業,傳統產業類,上櫃 (TPEx)
1301,台塑,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1303,南亞,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1304,台聚,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1305,華夏,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1307,三芳,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1308,亞聚,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1309,台達化,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1310,台苯,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1312,國喬,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1313,聯成,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1314,中石化,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1315,達新,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1316,上曜,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1319,東陽,普通股,建材營造,傳統產業類,上市 (TWSE)
1321,大洋,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1323,永裕,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1324,地球,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1325,恆大,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1326,台化,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1336,台翰,普通股,金融保險業,金融保險類,上櫃 (TPEx)
1337,再生-KY,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1338,廣華-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
1339,昭輝,普通股,建材營造,傳統產業類,上市 (TWSE)
1340,勝悅-KY,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1341,富林-KY,普通股,塑膠工業,傳統產業類,上市 (TWSE)
1342,八貫,普通股,半導體業,電子科技類,上市 (TWSE)
1343,旭東環保,普通股,綠能環保,政策綠能類,興櫃 (ESM)
1402,遠東新,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1409,新纖,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1410,南染,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1413,宏洲,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1414,東和,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1416,廣豐,普通股,半導體業,電子科技類,上市 (TWSE)
1417,嘉裕,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1418,東華,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1419,新紡,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1423,利華,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1432,大魯閣,普通股,未分類,其他/未分類,上市 (TWSE)
1434,福懋,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1435,中福,普通股,半導體業,電子科技類,上市 (TWSE)
1436,華友聯,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1437,勤益控,普通股,半導體業,電子科技類,上市 (TWSE)
1438,三地開發,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1439,雋揚,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1440,南紡,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1441,大東,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1442,名軒,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1443,立益物流,普通股,半導體業,電子科技類,上市 (TWSE)
1444,力麗,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1445,大宇,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1446,宏和,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1447,力鵬,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1449,佳和,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1451,年興,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1452,宏益,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1453,大將,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1454,台富,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1455,集盛,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1456,怡華,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1457,宜進,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1459,聯發,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1460,宏遠,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1463,強盛新,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1464,得力,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1465,偉全,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1466,聚隆,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1467,南緯,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1468,昶和,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1470,大統新創,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1471,首利,普通股,金融保險業,金融保險類,上市 (TWSE)
1472,三洋實業,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1473,台南,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1474,弘裕,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1475,業旺,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1476,儒鴻,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1477,聚陽,普通股,紡織纖維,傳統產業類,上市 (TWSE)
1480,東盟開發,普通股,橡膠工業,傳統產業類,興櫃 (ESM)
1503,士電,普通股,電機機械,傳統產業類,上市 (TWSE)
1504,東元,普通股,電機機械,傳統產業類,上市 (TWSE)
1506,正道,普通股,電機機械,傳統產業類,上市 (TWSE)
1512,瑞利,普通股,建材營造,傳統產業類,上市 (TWSE)
1513,中興電,普通股,電機機械,傳統產業類,上市 (TWSE)
1514,亞力,普通股,電機機械,傳統產業類,上市 (TWSE)
1515,力山,普通股,電機機械,傳統產業類,上市 (TWSE)
1516,川飛,普通股,半導體業,電子科技類,上市 (TWSE)
1517,利奇,普通股,電機機械,傳統產業類,上市 (TWSE)
1519,華城,普通股,電機機械,傳統產業類,上市 (TWSE)
1521,大億,普通股,建材營造,傳統產業類,上市 (TWSE)
1522,堤維西,普通股,建材營造,傳統產業類,上市 (TWSE)
1524,耿鼎,普通股,建材營造,傳統產業類,上市 (TWSE)
1525,江申,普通股,建材營造,傳統產業類,上市 (TWSE)
1526,日馳,普通股,電機機械,傳統產業類,上市 (TWSE)
1527,鑽全,普通股,電機機械,傳統產業類,上市 (TWSE)
1528,恩德,普通股,電機機械,傳統產業類,上市 (TWSE)
1529,樂事綠能,普通股,電機機械,傳統產業類,上市 (TWSE)
1530,亞崴,普通股,電機機械,傳統產業類,上市 (TWSE)
1531,高林股,普通股,電機機械,傳統產業類,上市 (TWSE)
1532,勤美,普通股,電機機械,傳統產業類,上市 (TWSE)
1533,車王電,普通股,建材營造,傳統產業類,上市 (TWSE)
1535,中宇,普通股,電機機械,傳統產業類,上市 (TWSE)
1536,和大,普通股,建材營造,傳統產業類,上市 (TWSE)
1537,廣隆,普通股,電機機械,傳統產業類,上市 (TWSE)
1538,正峰,普通股,電機機械,傳統產業類,上市 (TWSE)
1539,巨庭,普通股,電機機械,傳統產業類,上市 (TWSE)
1540,喬福,普通股,電機機械,傳統產業類,上市 (TWSE)
1541,錩泰,普通股,電機機械,傳統產業類,上市 (TWSE)
1558,伸興,普通股,電機機械,傳統產業類,上市 (TWSE)
1560,中砂,普通股,電機機械,傳統產業類,上市 (TWSE)
1563,巧新,普通股,建材營造,傳統產業類,上市 (TWSE)
1565,精華,普通股,光電業,電子科技類,上櫃 (TPEx)
1568,倉佑,普通股,建材營造,傳統產業類,上市 (TWSE)
1569,濱川,普通股,電子通路業,電子科技類,上櫃 (TPEx)
1570,力肯,普通股,電機機械,傳統產業類,上櫃 (TPEx)
1580,新麥,普通股,電機機械,傳統產業類,上櫃 (TPEx)
1582,信錦,普通股,金融保險業,金融保險類,上市 (TWSE)
1583,程泰,普通股,電機機械,傳統產業類,上市 (TWSE)
1584,精剛,普通股,半導體業,電子科技類,上櫃 (TPEx)
1586,和勤,普通股,電機機械,傳統產業類,上櫃 (TPEx)
1587,吉茂,普通股,建材營造,傳統產業類,上市 (TWSE)
1589,永冠-KY,普通股,電機機械,傳統產業類,上市 (TWSE)
1590,亞德客-KY,普通股,電機機械,傳統產業類,上市 (TWSE)
1591,駿吉-KY,普通股,電機機械,傳統產業類,上櫃 (TPEx)
1593,祺驊,普通股,未分類,其他/未分類,上櫃 (TPEx)
1594,日高,普通股,電機機械,傳統產業類,興櫃 (ESM)
1595,川寶,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
1597,直得,普通股,電機機械,傳統產業類,上市 (TWSE)
1598,岱宇,普通股,未分類,其他/未分類,上市 (TWSE)
1599,宏佳騰,普通股,電機機械,傳統產業類,上櫃 (TPEx)
1603,華電,普通股,電器電纜,傳統產業類,上市 (TWSE)
1604,聲寶,普通股,電器電纜,傳統產業類,上市 (TWSE)
1605,華新,普通股,電器電纜,傳統產業類,上市 (TWSE)
1608,華榮,普通股,電器電纜,傳統產業類,上市 (TWSE)
1609,大亞,普通股,電器電纜,傳統產業類,上市 (TWSE)
1611,中電,普通股,電器電纜,傳統產業類,上市 (TWSE)
1612,宏泰,普通股,電器電纜,傳統產業類,上市 (TWSE)
1614,三洋電,普通股,電器電纜,傳統產業類,上市 (TWSE)
1615,大山,普通股,電器電纜,傳統產業類,上市 (TWSE)
1616,億泰,普通股,電器電纜,傳統產業類,上市 (TWSE)
1617,榮星,普通股,電器電纜,傳統產業類,上市 (TWSE)
1618,合機,普通股,電器電纜,傳統產業類,上市 (TWSE)
1623,大東電,普通股,電器電纜,傳統產業類,上市 (TWSE)
1626,艾美特-KY,普通股,電器電纜,傳統產業類,上市 (TWSE)
1702,南僑,普通股,食品工業,傳統產業類,上市 (TWSE)
1707,葡萄王,普通股,光電業,電子科技類,上市 (TWSE)
1708,東鹼,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1709,和益,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1710,東聯,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1711,永光,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1712,興農,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1713,國化,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1714,和桐,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1717,長興,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1718,中纖,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1720,生達,普通股,光電業,電子科技類,上市 (TWSE)
1721,三晃,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1722,台肥,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1723,中碳,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1725,元禎,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1726,永記,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1727,中華化,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1730,花仙子,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1731,美吾華,普通股,光電業,電子科技類,上市 (TWSE)
1732,毛寶,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1733,五鼎,普通股,光電業,電子科技類,上市 (TWSE)
1734,杏輝,普通股,光電業,電子科技類,上市 (TWSE)
1735,日勝化,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1736,喬山,普通股,未分類,其他/未分類,上市 (TWSE)
1737,臺鹽,普通股,食品工業,傳統產業類,上市 (TWSE)
1742,台蠟,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
1752,南光,普通股,光電業,電子科技類,上市 (TWSE)
1760,寶齡富錦,普通股,光電業,電子科技類,上市 (TWSE)
1762,中化生,普通股,光電業,電子科技類,上市 (TWSE)
1773,勝一,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1776,展宇,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
1777,生泰,普通股,光電業,電子科技類,上櫃 (TPEx)
1780,立弘,普通股,光電業,電子科技類,興櫃 (ESM)
1781,合世,普通股,光電業,電子科技類,上櫃 (TPEx)
1783,和康生,普通股,光電業,電子科技類,上市 (TWSE)
1784,訊聯,普通股,光電業,電子科技類,上櫃 (TPEx)
1785,光洋科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
1786,科妍,普通股,光電業,電子科技類,上市 (TWSE)
1788,杏昌,普通股,光電業,電子科技類,上櫃 (TPEx)
1789,神隆,普通股,光電業,電子科技類,上市 (TWSE)
1795,美時,普通股,光電業,電子科技類,上市 (TWSE)
1796,金穎生技,普通股,食品工業,傳統產業類,上櫃 (TPEx)
1799,易威,普通股,光電業,電子科技類,上櫃 (TPEx)
1802,台玻,普通股,造紙工業,傳統產業類,上市 (TWSE)
1805,寶徠,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1806,冠軍,普通股,造紙工業,傳統產業類,上市 (TWSE)
1808,潤隆,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
1809,中釉,普通股,造紙工業,傳統產業類,上市 (TWSE)
1810,和成,普通股,造紙工業,傳統產業類,上市 (TWSE)
1813,寶利徠,普通股,光電業,電子科技類,上櫃 (TPEx)
1815,富喬,普通股,金融保險業,金融保險類,上櫃 (TPEx)
1817,凱撒衛,普通股,造紙工業,傳統產業類,上市 (TWSE)
1903,士紙,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
1904,正隆,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
1905,華紙,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
1906,寶隆,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
1907,永豐餘,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
1909,榮成,普通股,鋼鐵工業,傳統產業類,上市 (TWSE)
2002,中鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2006,東和鋼鐵,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2007,燁興,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2008,高興昌,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2009,第一銅,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2010,春源,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2012,春雨,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2013,中鋼構,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2014,中鴻,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2015,豐興,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2017,官田鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2020,美亞,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2022,聚亨,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2023,燁輝,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2024,志聯,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2025,千興,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2027,大成鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2028,威致,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2029,盛餘,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2030,彰源,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2031,新光鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2032,新鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2033,佳大,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2034,允強,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2035,唐榮公司,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
2038,海光,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2049,上銀,普通股,電機機械,傳統產業類,上市 (TWSE)
2059,川湖,普通股,金融保險業,金融保險類,上市 (TWSE)
2061,風青,普通股,電器電纜,傳統產業類,上櫃 (TPEx)
2062,橋椿,普通股,未分類,其他/未分類,上市 (TWSE)
2063,世鎧精密,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
2064,晉椿,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
2065,世豐,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
2066,世德,普通股,電機機械,傳統產業類,上櫃 (TPEx)
2067,嘉鋼,普通股,電機機械,傳統產業類,上櫃 (TPEx)
2069,運錩,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2070,精湛,普通股,電機機械,傳統產業類,上櫃 (TPEx)
2071,震南鐵,普通股,橡膠工業,傳統產業類,興櫃 (ESM)
2072,世紀風電,普通股,綠能環保,政策綠能類,上市 (TWSE)
2073,雄順,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
2101,南港,普通股,汽車工業,傳統產業類,上市 (TWSE)
2102,泰豐,普通股,汽車工業,傳統產業類,上市 (TWSE)
2103,台橡,普通股,汽車工業,傳統產業類,上市 (TWSE)
2104,國際中橡,普通股,汽車工業,傳統產業類,上市 (TWSE)
2105,正新,普通股,汽車工業,傳統產業類,上市 (TWSE)
2106,建大,普通股,汽車工業,傳統產業類,上市 (TWSE)
2107,厚生,普通股,汽車工業,傳統產業類,上市 (TWSE)
2108,南帝,普通股,汽車工業,傳統產業類,上市 (TWSE)
2109,華豐,普通股,汽車工業,傳統產業類,上市 (TWSE)
2114,鑫永銓,普通股,汽車工業,傳統產業類,上市 (TWSE)
2115,六暉-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2201,裕隆,普通股,建材營造,傳統產業類,上市 (TWSE)
2204,中華,普通股,建材營造,傳統產業類,上市 (TWSE)
2206,三陽工業,普通股,建材營造,傳統產業類,上市 (TWSE)
2207,和泰車,普通股,建材營造,傳統產業類,上市 (TWSE)
2208,台船,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2211,長榮鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
2221,大甲,普通股,半導體業,電子科技類,上櫃 (TPEx)
2227,裕日車,普通股,建材營造,傳統產業類,上市 (TWSE)
2228,劍麟,普通股,建材營造,傳統產業類,上市 (TWSE)
2230,泰茂,普通股,未分類,其他/未分類,上櫃 (TPEx)
2231,為升,普通股,建材營造,傳統產業類,上市 (TWSE)
2233,宇隆,普通股,建材營造,傳統產業類,上市 (TWSE)
2235,謚源,普通股,電機機械,傳統產業類,上櫃 (TPEx)
2236,百達-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2237,華德動能,普通股,電機機械,傳統產業類,興櫃 (ESM)
2239,英利-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2241,艾姆勒,普通股,建材營造,傳統產業類,上市 (TWSE)
2243,宏旭-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2245,詠勝昌*,普通股,電機機械,傳統產業類,興櫃 (ESM)
2247,汎德永業,普通股,建材營造,傳統產業類,上市 (TWSE)
2248,華勝-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2249,湧盛,普通股,電機機械,傳統產業類,興櫃 (ESM)
2250,IKKA-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
2252,為昇科,普通股,居家生活,傳統產業類,興櫃 (ESM)
2254,巨鎧精密-創,普通股,建材營造,傳統產業類,上市 (TWSE)
2255,凱銳光電,普通股,居家生活,傳統產業類,興櫃 (ESM)
2256,歐特明,普通股,居家生活,傳統產業類,興櫃 (ESM)
2258,鴻華先進-創,普通股,建材營造,傳統產業類,上市 (TWSE)
2301,光寶科,普通股,電子通路業,電子科技類,上市 (TWSE)
2302,麗正,普通股,電子零組件業,電子科技類,上市 (TWSE)
2303,聯電,普通股,電子零組件業,電子科技類,上市 (TWSE)
2305,全友,普通股,電子通路業,電子科技類,上市 (TWSE)
2308,台達電,普通股,金融保險業,金融保險類,上市 (TWSE)
2312,金寶,普通股,居家生活,傳統產業類,上市 (TWSE)
2313,華通,普通股,金融保險業,金融保險類,上市 (TWSE)
2314,台揚,普通股,其他電子業,電子科技類,上市 (TWSE)
2316,楠梓電,普通股,金融保險業,金融保險類,上市 (TWSE)
2317,鴻海,普通股,居家生活,傳統產業類,上市 (TWSE)
2321,東訊,普通股,其他電子業,電子科技類,上市 (TWSE)
2323,中環,普通股,資訊服務業,電子科技類,上市 (TWSE)
2324,仁寶,普通股,電子通路業,電子科技類,上市 (TWSE)
2327,國巨*,普通股,金融保險業,金融保險類,上市 (TWSE)
2328,廣宇,普通股,金融保險業,金融保險類,上市 (TWSE)
2329,華泰,普通股,電子零組件業,電子科技類,上市 (TWSE)
2330,台積電,普通股,電子零組件業,電子科技類,上市 (TWSE)
2331,精英,普通股,電子通路業,電子科技類,上市 (TWSE)
2332,友訊,普通股,其他電子業,電子科技類,上市 (TWSE)
2337,旺宏,普通股,電子零組件業,電子科技類,上市 (TWSE)
2338,光罩,普通股,電子零組件業,電子科技類,上市 (TWSE)
2340,台亞,普通股,電子零組件業,電子科技類,上市 (TWSE)
2342,茂矽,普通股,電子零組件業,電子科技類,上市 (TWSE)
2344,華邦電,普通股,電子零組件業,電子科技類,上市 (TWSE)
2345,智邦,普通股,其他電子業,電子科技類,上市 (TWSE)
2347,聯強,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2348,海悅,普通股,半導體業,電子科技類,上市 (TWSE)
2349,錸德,普通股,資訊服務業,電子科技類,上市 (TWSE)
2351,順德,普通股,電子零組件業,電子科技類,上市 (TWSE)
2352,佳世達,普通股,電子通路業,電子科技類,上市 (TWSE)
2353,宏碁,普通股,電子通路業,電子科技類,上市 (TWSE)
2354,鴻準,普通股,居家生活,傳統產業類,上市 (TWSE)
2355,敬鵬,普通股,金融保險業,金融保險類,上市 (TWSE)
2356,英業達,普通股,電子通路業,電子科技類,上市 (TWSE)
2357,華碩,普通股,電子通路業,電子科技類,上市 (TWSE)
2359,所羅門,普通股,居家生活,傳統產業類,上市 (TWSE)
2360,致茂,普通股,居家生活,傳統產業類,上市 (TWSE)
2362,藍天,普通股,電子通路業,電子科技類,上市 (TWSE)
2363,矽統,普通股,電子零組件業,電子科技類,上市 (TWSE)
2364,倫飛,普通股,電子通路業,電子科技類,上市 (TWSE)
2365,昆盈,普通股,電子通路業,電子科技類,上市 (TWSE)
2367,燿華,普通股,金融保險業,金融保險類,上市 (TWSE)
2368,金像電,普通股,金融保險業,金融保險類,上市 (TWSE)
2369,菱生,普通股,電子零組件業,電子科技類,上市 (TWSE)
2371,大同,普通股,電機機械,傳統產業類,上市 (TWSE)
2373,震旦行,普通股,居家生活,傳統產業類,上市 (TWSE)
2374,佳能,普通股,資訊服務業,電子科技類,上市 (TWSE)
2375,凱美,普通股,金融保險業,金融保險類,上市 (TWSE)
2376,技嘉,普通股,電子通路業,電子科技類,上市 (TWSE)
2377,微星,普通股,電子通路業,電子科技類,上市 (TWSE)
2379,瑞昱,普通股,電子零組件業,電子科技類,上市 (TWSE)
2380,虹光,普通股,電子通路業,電子科技類,上市 (TWSE)
2382,廣達,普通股,電子通路業,電子科技類,上市 (TWSE)
2383,台光電,普通股,金融保險業,金融保險類,上市 (TWSE)
2385,群光,普通股,金融保險業,金融保險類,上市 (TWSE)
2387,精元,普通股,電子通路業,電子科技類,上市 (TWSE)
2388,威盛,普通股,電子零組件業,電子科技類,上市 (TWSE)
2390,云辰,普通股,居家生活,傳統產業類,上市 (TWSE)
2392,正崴,普通股,金融保險業,金融保險類,上市 (TWSE)
2393,億光,普通股,資訊服務業,電子科技類,上市 (TWSE)
2395,研華,普通股,電子通路業,電子科技類,上市 (TWSE)
2397,友通,普通股,電子通路業,電子科技類,上市 (TWSE)
2399,映泰,普通股,電子通路業,電子科技類,上市 (TWSE)
2401,凌陽,普通股,電子零組件業,電子科技類,上市 (TWSE)
2402,毅嘉,普通股,金融保險業,金融保險類,上市 (TWSE)
2404,漢唐,普通股,居家生活,傳統產業類,上市 (TWSE)
2405,輔信,普通股,電子通路業,電子科技類,上市 (TWSE)
2406,國碩,普通股,資訊服務業,電子科技類,上市 (TWSE)
2408,南亞科,普通股,電子零組件業,電子科技類,上市 (TWSE)
2409,友達,普通股,資訊服務業,電子科技類,上市 (TWSE)
2412,中華電,普通股,其他電子業,電子科技類,上市 (TWSE)
2413,環科,普通股,金融保險業,金融保險類,上市 (TWSE)
2414,精技,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2415,錩新,普通股,金融保險業,金融保險類,上市 (TWSE)
2417,圓剛,普通股,電子通路業,電子科技類,上市 (TWSE)
2419,仲琦,普通股,其他電子業,電子科技類,上市 (TWSE)
2420,新巨,普通股,金融保險業,金融保險類,上市 (TWSE)
2421,建準,普通股,金融保險業,金融保險類,上市 (TWSE)
2423,固緯,普通股,居家生活,傳統產業類,上市 (TWSE)
2424,隴華,普通股,其他電子業,電子科技類,上市 (TWSE)
2425,承啟,普通股,電子通路業,電子科技類,上市 (TWSE)
2426,鼎元,普通股,資訊服務業,電子科技類,上市 (TWSE)
2427,三商電,普通股,運動休閒,傳統產業類,上市 (TWSE)
2428,興勤,普通股,金融保險業,金融保險類,上市 (TWSE)
2429,銘旺科,普通股,資訊服務業,電子科技類,上市 (TWSE)
2430,燦坤,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
